,prompt,clip_inter
61,"bismuth stellations by m. c. escher, endre rozsda, hilma af klint, wu guanzhong. ink and wash painting, calligraphy, vibrant, woodblock, ink, geometric, 3 d, cherenkov radiation. ","['a painting of a blue and yellow flower', ' by Yoshio Markino', ' by Hiromu Arakawa', ' style of yoshitaka amano', ' range murata yoshitaka amano', ' yoshitaka amano vibe', ' amano yoshitaka', ' kentaro miura art', ' bastien yoshitaka amano']"
62,belgian shepherd malinoix playing in a punk rock group called ruin ,"['a black and brown dog sitting in a field', ' german shepherd', ' regal pose', ' looking to his left', ' photo of ghost of anubis', ' 2 years old', ' a handsome', ' extremely handsome', ' very handsome', ' closeup portrait shot', ' black ears', ' proud looking away', ' stunning!', ' shadow', ' canine', ' bella', ' looking to his side', ' k9', ' looking off to the side']"
63,portrait of andre the giant in the style of studio ghibi ,"['a painting of a man with curly hair', ' big moe', ' andre the giant', ' by Warren Mahy', ' painted todd lockwood', ' inspired by Malcolm Morley', ' by Greg Staples', ' by Craig Thompson', ' inspired by Russell Drysdale', ' movie scene portrait closeup', ' by Mitchell Johnson', ' by Lee Loughridge', ' beatufil painting', ' great likeness', ' peter driben']"
64,"nordic mire, brown bear, scenic sunrise, hdr, photorealism, mist, enchanting scenery, nikon d 8 5 0, wide lens, sigma 5 5 ","['a pond in a field with mountains in the background', ' nordic landscape', ' by Harald Giersing', ' by Anton Lehmden', ' by Sebastian Spreng', ' by Erik Pevernagie', ' by Andrei Kolkoutine', ' norwegian landscape', ' taiga landscape', ' northern finland', ' by Eero Snellman', ' lapland', ' by Johan Lundbye', ' by Olaf Gulbransson']"
65,"eiffel tower in paris, art by artgerm and greg rutkowski and magali villeneuve, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration ","['the eiffel tower is lit up at sunset', ' inspired by Jules Chéret', ' inspired by Vincent Lefevre', ' concept art oil painting', ' concept art | rhads', ' inspired by Marius Borgeaud', ' silvain sarrailh', ' inspired by Jean Béraud', ' jessica rossier fantasy art', ' dramatic concept art', ' concept art painting']"
66,"only with red, a red faceless king, in a red throne room, a red majestic kingdom but decadent, many skeletons, in the style of beksinski, parts by edward hopper, parts by michael sowa, parts by yue minjun, intricate and mindblowing composition by bosch, red by caravaggio, high quality, high details, masterpiece, red light, artstation,","['a painting of a skeleton and a bunch of dead animals', ' skeletons', ' skeletal omens', ' all skeletons', ' macabre art', ' skeletal figures', ' sebastian kruger', ' skeletons rising from the dead', ' dug stanat macabre art', ' bekskinski', ' volcanic skeleton', ' with a skeleton army', ' michael hussar', ' thomas eakins and beksinski', ' michael hutter', ' very creepy']"
67,"photograph, bladerunner city at night, neon pink undertones, sidewalk view ","['a city at night with neon signs and a car', ' cyberpunk hiroshima', ' futuristic cyberpunk tokyo night', ' in cyberpunk city', ' neon tokyo', ' neon city', ' vaporwave city', ' cyberpunk streets in japan', ' cyberpunk dreamscape', ' at cyberpunk city', ' cyberpunk aesthetic', ' aesthetic cyberpunk', ' cyberpunk lights', ' tokyo futuristic and clean', ' cyberpunk aesthetics', ' cyberpunk vibes', ' cyberpunk city', ' cyberpunk street']"
68,picture of a 3 d rendered golden number 6 on a white background. small text saying 4 is at the bottom of the image. ,"['a number of yellow numbers on a black surface', ' ƒ5.6', ' c 4 d ”', ' typographical experiments', ' 3 6 years old', ' numerology', ' c 4 d style', ' yellow calibri font', ' numerical', ' -n 6', ' - n 6', ' iso640', ' nd 6', ' no numbers', ' iso', ' 4 k detail', ' 4k detail']"
69,full body concept art of elizabeth olsen as scarlet witch holding [ magic in hands ]! symmetry!! golden ratio concept art!! trending on artstation 3 2 k trending on cgsociety intricate artstation hd artstation portraits cgsociety contest winner hd bright lovely atmosphere mucha winkelmann rutkowski wlop artgerm ,"['a woman in a red cape standing next to a woman in a red cape', ' scarlet witch marvel', ' scarlet witch', ' elizabeth olsen as scarlet witch', ' wanda maximoff', ' emma watson as the scarlet witch', ' scarlet witch costume', ' in style of marvel and dc', ' marvel concept art', ' marvel art', ' in style of marvel', ' in style of marvel comics', ' fan art']"
70,surrealist painting of the colors blue and yellow fighting each other with exploding fists ,"['a painting of a group of people on a blue background', ' inspired by Yves Klein', ' inspired by Nicolas Poussin', ' blue and yellow fauna', ' triumphant', ' by Zoran Mušič', ' yellow and blue', ' blue and yellow', ' some yellow and blue', ' inspired by Jean Arp', ' yellow and blue and cyan', ' inspired by Willem de Kooning', ' sky']"
71,"cute kawai young dragon lizard, league of legends hero, hearthstone character, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ","['a dragon with a flame in its hand', ' by Adam Marczyński', ' fantasy card game art', ' epic fantasy card game art', ' d&d commision art dragon', ' magic the gathering card art', ' by Kerembeyit', ' realistic fantasy illustration', ' collectible card art', ' dragon portrait', ' epic fantasty card game art', ' hyperrealistic d & d fantasy art']"
72,"grainy vintage illustration of flash gordon drinking a coke in a public bathroom, newspaper advertisement ","['a cartoon of a man holding a megaphone', ' by Bob Singer', ' the artist is charles burns', ' dave sim', ' charles burns', ' inspired by Milton Caniff', ' by Al Feldstein', ' steve purcell', ' by Roy Dalgarno', ' by Steve Brodner', ' inspired by Alex Toth', ' mark schultz', ' by Hugh Hughes', ' ( art fitzpatrick )', ' by Carl Eytel']"
73,"portrait of young gauchos wearing pilcha while walking in a verdant, verdurous brazilian steppe, intricate, very detailed, jodhpurs greg manchess painting by sargent and leyendecker, studio ghibli fantasy close - up shot asymmetrical intricate elegant matte painting illustration hearthstone, by greg rutkowski by greg tocchini by james gilleard ","['a painting of two men riding horses in a field', ' mexican vaquero', ' james gurney painting style', ' western art', ' craig mullins dappled lighting', ' style of raphael lacoste', ' western painting', ' colonial expedition', ' inspired by Enrique Simonet', ' martin raphael lacoste', ' inspired by N.C. Wyeth', ' inspired by N. C. Wyeth']"
74,"alexandra daddario in mirrors, pretty face, close, cinematic moody colors, realistic shaded lighting, cinematic wallpaper by stanley artgerm lau ","['two women with blue eyes are staring at each other', ' beautiful gemini twins portrait', ' beautiful gemini good and evil', ' beautiful gemini twins', ' pale skin and dark eyes', ' beautiful highly symmetric faces', ' cute face. dark fantasy', ' portrait of evil girl', ' surreal beautiful young woman', ' beautiful eyes. symmetry', ' girl with white eyes', ' realistic female faces', ' expressive eyes. symmetry']"
75,henri rosseau. a jungle in the twilight sun. lots of colorful flowers and animals. a small pond with frogs. ,"['a painting of a jungle with a pond and lots of flowers', ' jungle scene', ' mysterious jungle painting', ' colourful jungle', ' peter driben', ' the jungle at the background', ' jungle', ' jungle landscape', ' jane newland', ' in style of henri rousseau', ' painting of a forest', ' tropical forest', ' fantasy jungle', ' inspired by Paul Ranson', ' by Paul Ranson', ' laurent durieux']"
76,"evil occult grimoire, painted cover laughing, 4 k ultra realistic detailed 8 k sensation of dread artstation trending dramatic lighting contrasting light and dark style photorealism cinematic magic colorful wonder by h. p. lovecraft elden ring ","['a painting of a demon with a full moon in the background', ' green goblin portrait', ' inspired by Jeff Easley', ' the green goblin', ' green goblin', ' horror fantasy art', ' goblin art', ' portre of a psyschonaut demon', ' wide evil grin', ' fantasy horror art', ' is evil gremlin', ' medium portrait of a goblin', ' by Todd Lockwood', ' vampire', ' demonic creature']"
77,"full - length impressionist portrait. an emo. short dark brown messy pixie haircut, large eyes, black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker. ","['a painting of a woman with black makeup', ' girl with black hair', ' woman with black hair', ' fully clothed. painting of sexy', ' clothed! oil on canvas', ' clothed non - nude portrait', ' painting of a woman', ' makoto oil painting', ' clothed!! oil on canvas', ' mona lisa as a goth girl', ' black velvet painting', ' portrait of lain iwakura']"
78,"cloth, white fabric coat, jodhpurs high black or brown lether boots and belts, fashion retro, elegant long hair brunette young girl, dark fantasy traveler, sunset light, geometrical low poly, dainty renaissance portrait by michael garmash, greg rutkowski, gaston bussiere, rhads, craig mullins ","['a woman holding a tennis racquet on top of a mountain', ' alena aenami and artgerm', ' rhads and lois van baarle', ' alphonse mucha and alena aenami', ' gorgeous digital painting', ' inspired by Francesco Hayez', ' inspired by Carl Heinrich Bloch', ' inspired by Cornelis van Poelenburgh', ' inspired by Mead Schaeffer']"
79,"cute fluffy grey tabby border collie and tan lop eared bunny rabbit hybrid mixed creature character concept, with long flowing fur, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k lovecraft!! dark omnious atmosphere tentacles!! ","['a drawing of a rabbit with long hair', ' anthropomorphic rabbit', ' cute anthropomorphic bunny', ' furry fantasy art', ' fursona furry art commission', ' furry art!!!', ' furry character portrait', ' the bunny has pink fur', ' furry digital art', ' disney stylized furry', ' very very beautiful furry art', ' with pointy ears', ' fursona art', ' fursona commission']"
80,"a retro minimalistic fire flame warning caution label enamel pin, hd, concept art, artstation ","['a red and black fire badge on a table', ' (fire)', ' fire', ' crimson fire head', ' emblem', ' fire theme', ' firey', ' blazing fire', ' fire stainglass', ' red flames', ' custom', ' badge', ' flames', ' fire red', ' official product photo', ' flame', ' red flames in background', ' small fire', ' burning fire', ' fire in the background', ' full product shot']"
81,"realistic portrait of an ethiopian knight in a byzantine mosaic, very detailed, very realistic, elegant, top art, renowed artwork ","['a painting of a woman with a cross in her hands', ' inspired by Nicomachus of Thebes', ' inspired by Mati Klarwein', ' african iconography', ' inspired by Leo and Diane Dillon', ' inspired by Taddeo Gaddi', ' portrait of saint of the pit', ' mosaic', ' patron saint of 🛸🌈👩🏾', ' a mosaic', ' by Mati Klarwein']"
82,the fool tarot by roberto matta ,"['a painting of a man and a woman', ' inspired by Wilfredo Lam', ' cubism style', ' cubist picasso', ' abstract painting of man on fire', ' inspired by Wifredo Lam', ' by Wilfredo Lam', ' similar aesthetics to picasso', ' a cubist painting', ' by Wifredo Lam', ' picasso style', ' metzinger', ' inspired by Amadeo de Souza Cardoso']"
83,"kodak portra 4 0 0, wetplate, muted colours, blueberry, 1 9 2 0 s style, long shot, macro photo of a colourful 1 9 2 0 s handsome chubby 1 6 yo bavarian cowherd girl posing in a beautiful flower meadow in the bavarian alps, mountain panorama, motion blur, tiny gaussian blur, depth of field ","['a man standing in a field of flowers', ' in a field of flowers', ' in a field with flowers', ' standing in a flower field', ' sitting in a field of flowers', ' standing in flower field', ' standing in a field with flowers', ' in a meadow', ' fat woman', ' a portrait of a plump woman', ' girl frontal in a flower field', ' a goddess in a field of flowers']"
